label,text,text_length,processed_text
ham,Is she replying. Has boye changed his phone number,50,repli boy chang phone number
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,go write msg put dictionari mode cover screen hand press ltgt gentli remov ur hand interest
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,158,hi darlin im way london smash anoth driver big dent im realli miss u u xxx
ham,"Nothing really, just making sure everybody's up to speed",56,noth realli make sure everybodi speed
ham,I'm not coming home 4 dinner.,29,im come home dinner
ham,"Thank you. And by the way, I just lost.",39,thank way lost
ham,Yes.he have good crickiting mind,32,yesh good crickit mind
ham,Thx. All will be well in a few months,37,thx well month
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, �500 Cash or �100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",156,shop till u drop either k k � cash � travel voucher call ntt po box crbt fixedlin cost ppm mobil vari
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,63,pleas come imin towndontmatt urgoin outlr
ham,I wont. So wat's wit the guys,29,wont wat wit guy
ham,Yavnt tried yet and never played original either,48,yavnt tri yet never play origin either
ham,"Hiya, had a good day? Have you spoken to since the weekend?",59,hiya good day spoken sinc weekend
ham,See? I thought it all through,29,see thought
ham,I'm at work. Please call,24,im work pleas call
ham,get ready to moan and scream :),31,get readi moan scream
ham,Oh k :)why you got job then whats up?,37,oh k got job what
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",193,dont think dont need go late school night especi one class one miss last wednesday probabl fail test friday
ham,And popping &lt;#&gt; ibuprofens was no help.,45,pop ltgt ibuprofen help
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",154,babe goe day sip cappuccino think love send kiss across sea
ham,Ok.,3,ok
ham,PS U no ur a grown up now right?,32,ps u ur grown right
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",131,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
ham,I know a few people I can hit up and fuck to the yes,52,know peopl hit fuck ye
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,142,puriti friendship two smile read forward messageit smile see name gud evng
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,104,anyth specif regard jaklin idk fuck
ham,Oh god. I'm gonna Google nearby cliffs now.,43,oh god im gonna googl nearbi cliff
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,152,free camera phone linerent month cross ntwk min price txt bundl deal also avbl call calloptoutj mf
ham,Yup i shd haf ard 10 pages if i add figures... �� all got how many pages?,73,yup shd haf ard page add figur �� got mani page
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",105,ooh got im gonna start belli danc moseley wed u want join cafe
ham,Thankyou so much for the call. I appreciate your care.,54,thankyou much call appreci care
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,108,congrat treat pendingi mail dayswil mail thrurespect mother homecheck mail
ham,I called but no one pick up e phone. I ask both of them already they said ok.,77,call one pick e phone ask alreadi said ok
ham,Hi my email address has changed now it is,41,hi email address chang
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",132,valuabl affection loveabl etern nobl truth intim natur enam happi valentin day advanc
ham,"Not much, just some textin'. How bout you?",42,much textin bout
ham,Bring it if you got it,22,bring got
ham,I'm in a movie. Call me 4 wat?,30,im movi call wat
ham,Not sure I have the stomach for it ...,38,sure stomach
ham,Haha... can... But i'm having dinner with my cousin...,54,haha im dinner cousin
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",56,boy late home father power frndship
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",66,man carlo definit come mu tonight excus
ham,soon you will have the real thing princess! Do i make you wet? :),65,soon real thing princess make wet
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,rajipl favour pl convey birthday wish nimya pl today birthday
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",132,haha leg neck kill amigo hope end night burn think could swing like hour
spam,"URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",158,urgent mobil xxxxxxxxx � bonu caller prize nd attempt reach call asap boxnqp ppm
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,112,usual bodi take care buy make sure doesnt progress pl continu talk saturday
spam,"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",159,urgent costa del sol holiday � await collect call toclaim sae tc pobox stockport skxh cost�pm maxmin
ham,"Hmm well, night night ",22,hmm well night night
ham,Just wanted to say holy shit you guys weren't kidding about this bud,68,want say holi shit guy werent kid bud
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",119,gettin bit arti collag mo well tryin ne way got roast min love shall enjoy
ham,"This is one of the days you have a billion classes, right?",58,one day billion class right
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",60,goodmorn today late hr back pain
ham,Ok then i'll let him noe later n ask him call u tmr...,54,ok ill let noe later n ask call u tmr
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45,prabhaim sorydarealyfrm heart im sori
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,66,ok im walik ard u wan buy anyth go ur hous
ham,* Will have two more cartons off u and is very pleased with shelves,67,two carton u pleas shelv
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,77,nice talk pleas dont forget pix want see
spam,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,154,guarante � cash � prize claim yr prize call custom servic repres ampm cost p
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,76,realli quit funni lor wat u shd haf run shorter distanc wat
ham,I notice you like looking in the shit mirror youre turning into a right freak,77,notic like look shit mirror your turn right freak
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,175,great get worri know wonder care person like best life know u r wonder god love
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged �4.50. Should your tone not arrive please call customer services on 09065069120",156,thank rington order ref number k mobil charg � tone arriv pleas call custom servic
ham,"I prefer my free days... Tues, wed, fri oso can... �� ask those workin lor...",77,prefer free day tue wed fri oso �� ask workin lor
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,102,alrit jod how revis goin keri bin doin smidgin n e way u wanna cum collegexx
ham,If you have belive me. Come to my home.,39,beliv come home
ham,Oh k.k..where did you take test?,32,oh kkwhere take test
ham,Those were my exact intentions,30,exact intent
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,108,haha money leh later got go tuition haha look empti slot drive lesson
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",141,hey thk juz go accordin wat discuss yest lor except kb sun co there nt much lesson go attend kb sat
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",130,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr pm
ham,Nothing just getting msgs by dis name wit different no's..,58,noth get msg di name wit differ no
ham,Good Morning plz call me sir,28,good morn plz call sir
ham,What's your room number again? Wanna make sure I'm knocking on the right door,77,what room number wanna make sure im knock right door
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought��braindance��a comp.ofstuff on aphex��s ;abel,136,sicomo nolistenedth plaid albumquit gdthe new air hilariousalso bought��braindance��a compofstuff aphex�� abel
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,88,pl tell nelson bb longer comin money expect aint come
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",127,give someth drink take doesnt vomit temp might drop unmit howev let know
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,110,think sent text home phone cant display text still want send number
ham,Every day i use to sleep after  &lt;#&gt;  so only.,51,everi day use sleep ltgt
ham,K I'll call you when I'm close,30,k ill call im close
ham,U buy newspapers already?,25,u buy newspap alreadi
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,96,nope wif si lor aft bath dog bath look like go rain soon
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,64,boo im way mom she make tortilla soup yummmm
ham,No management puzzeles.,23,manag puzzel
ham,How did you find out in a way that didn't include all of these details,70,find way didnt includ detail
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",181,hi ya babe x u goten bout scammer get smartthough regular vodafon respond get prem rate msgsubscript no use also bewar
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls �1/minMobsmoreLKPOBOX177HP51FL,159,back work morro half term u c nite sexi passion b go back chat luv dena call �minmobsmorelkpoboxhpfl
ham,will you like to be spoiled? :),31,like spoil
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged �4.50. Should your tone not arrive please call customer services on 09065069154",156,thank rington order ref number r mobil charg � tone arriv pleas call custom servic
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,113,get threat sale execut shifad rais complaint offici messag
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,110,hope thing went well doctor remind still need godid u c littl thing left loung
ham,Den wat will e schedule b lk on sun?,36,den wat e schedul b lk sun
ham,Lol enjoy role playing much?,28,lol enjoy role play much
ham,Ok. Me watching tv too.,23,ok watch tv
ham,I just lov this line: \Hurt me with the truth,45,lov line hurt truth
ham,"Just checked out, heading out to drop off my stuff now",54,check head drop stuff
ham,Here got lots of hair dresser fr china.,39,got lot hair dresser fr china
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish
ham,Ill call you evening ill some ideas.,36,ill call even ill idea
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,155,splashmobil choos gr tone wk subscrit servic weekli tone cost p u one credit kick back enjoy
ham,Did you show him and wot did he say or could u not c him 4 dust?,64,show wot say could u c dust
ham,It should take about  &lt;#&gt;  min,36,take ltgt min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,160,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,ok bu come soon come otherwis tomorrow
ham,I cant pick the phone right now. Pls send a message,51,cant pick phone right pl send messag
spam,<Forwarded from 88877>FREE entry into our �250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,121,forward free entri � weekli comp send word enter tc
ham,Finish liao... U?,17,finish liao u
spam,88066 FROM 88066 LOST 3POUND HELP,33,lost pound help
ham,Haha i think i did too,22,haha think
ham,U know we watchin at lido?,26,u know watchin lido
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,144,life spend someon lifetim may meaningless moment spent someon realli love mean life
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",63,haha awesom ive u coupl time all come
ham,Cold. Dont be sad dear,22,cold dont sad dear
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,89,think could stop like hour roommat look stock trip
ham,Is that on the telly? No its Brdget Jones!,42,telli brdget jone
ham,Love you aathi..love u lot..,28,love aathilov u lot
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,135,hello r u im bore inev thought id get bore tv tell someth excit happen anyth
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,78,hmmbad newshyp park plaza studio takenonli left bedrm
ham,"Sorry, I'll call later in meeting",33,sorri ill call later meet
ham,R �_ comin back for dinner?,27,r � comin back dinner
ham,"I hav almost reached. Call, i m unable to connect u.",52,hav almost reach call unabl connect u
ham,Whom you waited for yesterday,29,wait yesterday
ham,I reach home safe n sound liao...,33,reach home safe n sound liao
ham,"Velly good, yes please!",23,velli good ye pleas
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",85,hi wkend ok journey terribl wk good huge back log mark
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,101,two letter copi co one messag speak soon
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,110,alex know guy sell mid he south tampa dont think could set like
ham,Dont you have message offer,27,dont messag offer
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,159,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptx
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",58,hey babe u doin wot u nite love anni x
ham,Remind me how to get there and I shall do so,44,remind get shall
ham,:-( that's not v romantic!,26,that v romant
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,91,hello damn christma thing think decid keep mp doesnt work
spam,You have 1 new message. Please call 08718738034.,48,new messag pleas call
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,125,hi darlin im missin u hope good time u back time u give call home jess xx
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,183,forward hi mailbox messag sm alert messag match pleas call back retriev messag match
ham,Draw va?i dont think so:),25,draw vai dont think
ham,Dont pick up d call when something important is There to tell. Hrishi,69,dont pick call someth import tell hrishi
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",160,congrat year special cinema pass call c suprman v matrix starwar etc free bxipw pm dont miss
ham,Nothin comes to my mind. �� help me buy hanger lor. Ur laptop not heavy?,72,nothin come mind �� help buy hanger lor ur laptop heavi
ham,"&lt;#&gt; , that's all? Guess that's easy enough",48,ltgt that guess that easi enough
ham,We can make a baby in yo tho,28,make babi yo tho
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,66,tell friend come round til like ltgt ish
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,127,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni
ham,Still in the area of the restaurant. Ill try to come back soon,62,still area restaur ill tri come back soon
ham,"Aight that'll work, thanks",26,aight thatll work thank
spam,WIN a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,145,win year suppli cd store ur choic worth � enter � weekli draw txt music tsc
spam,Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP Arrow,160,mobi pub quizwin � high street prize u know new duchess cornwal txt first name unsub stop � sp arrow
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",78,sleep bag blanket paper phone detail anyth els
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,150,nokia get win free auction take part send nokia hgsuiteland rowwjhl
spam,"Congratulations! Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",157,congratul thank good friend u � xma prize claim easi call p per minut btnationalr
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",114,tddnewsletteremccouk game thedailydraw dear helen dozen free game great prizeswith
ham,So what do you guys do.,23,guy
ham,Also that chat was awesome but don't make it regular unless you can see her in person,85,also chat awesom dont make regular unless see person
ham,That's significant but dont worry.,34,that signific dont worri
ham,That's cause your old. I live to be high.,41,that caus old live high
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",134,waqt se pehl naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
ham,On the way to office da..,25,way offic da
ham,In which place do you want da.,30,place want da
ham,This pain couldn't have come at a worse time.,45,pain couldnt come wors time
ham,Ok...,5,ok
ham,Should I be stalking u?,23,stalk u
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,93,sorri dude dont know forgot even dan remind sorri hope guy fun
ham,Ok lor.,7,ok lor
ham,Apps class varaya elaya.,24,app class varaya elaya
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma
spam,"URGENT! Your mobile number *************** WON a �2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",166,urgent mobil number � bonu caller prize nd attempt reach call asap box nqp ppm
ham,That day you asked about anand number. Why:-),45,day ask anand number
ham,Am surfing online store. For offers do you want to buy any thing.,65,surf onlin store offer want buy thing
ham,Long beach lor. Expected... U having dinner now?,48,long beach lor expect u dinner
ham,At home by the way,18,home way
ham,We are both fine. Thanks,24,fine thank
ham,What happen to her tell the truth,33,happen tell truth
ham,Do you like Italian food?,25,like italian food
ham,Which is weird because I know I had it at one point,51,weird know one point
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",96,aww must nearli deadwel jez iscom todo workand whilltak forev
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,69,tell friend plan valentin day lturlgt
ham,"Alright, see you in a bit",25,alright see bit
ham,Cheers for the message Zogtorius. I��ve been staring at my phone for an age deciding whether to text or not.,108,cheer messag zogtoriu i��v stare phone age decid whether text
ham,I will take care of financial problem.i will help:),51,take care financi problemi help
ham,Tell dear what happen to you. Why you talking to me like an alian,65,tell dear happen talk like alian
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,160,doubl min txt orang price linerent motorola sonyericsson btooth freenokia free call mobileupd oroptouthvd
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,go write msg put dictionari mode cover screen hand press ltgt gentli remov ur hand interest
ham,Okie...,7,oki
ham,"Hi this is yijue, can i meet u at 11 tmr?",41,hi yiju meet u tmr
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,67,posibl dnt live ltgt centuri cm frwd n thnk differ
ham,But i dint slept in afternoon.,30,dint slept afternoon
ham,That seems unnecessarily affectionate,37,seem unnecessarili affection
ham,Yar else i'll thk of all sorts of funny things.,47,yar els ill thk sort funni thing
ham,You will be in the place of that man,36,place man
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 �3 ",119,download mani rington u like restrict choos u even send yr buddi txt sir �
ham,Thats cool. How was your day?,29,that cool day
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,82,pleas call immedi urgent messag wait
ham,R we going with the  &lt;#&gt;  bus?,36,r go ltgt bu
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",281,hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love own possess passion kiss
ham,No..he joined today itself.,27,nohe join today
ham,Okay same with me. Well thanks for the clarification,52,okay well thank clarif
ham,I'll talk to the others and probably just come early tomorrow then,66,ill talk other probabl come earli tomorrow
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",149,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",121,money issu weigh thank breath easier ill make sure dont regret thank
ham,Hi. I'm sorry i missed your call. Can you pls call back.,56,hi im sorri miss call pl call back
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,92,hope youv settl new school year wishin gr day
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play �250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",161,fantasi footbal back tv go sky gamestar sky activ play �k dream team score start saturday regist nowski opt
ham,Ok then no need to tell me anything i am going to sleep good night,66,ok need tell anyth go sleep good night
ham,Ok try to do week end course in coimbatore.,43,ok tri week end cours coimbator
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,158,tone club sub expir resub repli monoc mono polyc poli weekli p per week txt stop stop msg free stream
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),127,v nice sheffield tom air opinion categori b use measur ethnic next censu busi transcrib
ham,If you r @ home then come down within 5 min,43,r home come within min
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",450,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msgsd gud ni
ham,"That day �_ say �_ cut ur hair at paragon, is it called hair sense? Do �_ noe how much is a hair cut? ",102,day � say � cut ur hair paragon call hair sens � noe much hair cut
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",88,hmm mani unfortun pic obvious arent hot cake kinda fun tho
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,103,watch tv lor funni bluff wat izzit thk imposs us
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,157,xma prize draw tri contact u today draw show � prize guarante call land line valid hr
ham,Dunno lei he neva say...,24,dunno lei neva say
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,95,thanx day u r goodmat think ur rite sari asusu u cheer love u franyxxxxx
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,74,im way home went chang batt watch go shop bit lor
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,109,ye place town meet excit adult singl uk txt chat pmsg
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,hi mobil ltgt ad contact list great place send free sm peopl visit fullonsmscom
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",482,good even sir hope nice day want bring notic late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
ham,"If i let you do this, i want you in the house by 8am.",53,let want hous
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",121,best line said love wait till day forget u day u realiz u cannot forget gn
ham,I will reach before ten morning,31,reach ten morn
ham,Your pussy is perfect!,22,pussi perfect
ham,"Sorry, I'll call later",22,sorri ill call later
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",161,someon contact date servic enter phone becausethey fanci find call landlin pobox wrg p
ham,No message..no responce..what happend?,38,messageno responcewhat happend
ham,Also where's the piece,22,also where piec
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",91,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk
ham,Boo. How's things? I'm back at home and a little bored already :-(,66,boo how thing im back home littl bore alreadi
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,191,first gain ltgt kg sinc took second done blood sugar test ok blood pressur within normal limit worri
ham,PICK UR FONE UP NOW U DUMB?,27,pick ur fone u dumb
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",67,thank da thangam feel happi dear also miss da
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",104,okey doke im home dress co lay around ill speak later bout time stuff
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96,dont run away frm u walk slowli amp kill u dont care enough stop
ham,"Babe, I'm back ... Come back to me ...",38,babe im back come back
ham,Well you told others you'd marry them...,40,well told other youd marri
ham,Neshanth..tel me who r u?,25,neshanthtel r u
ham,YO YO YO BYATCH WHASSUP?,24,yo yo yo byatch whassup
ham,Oh... Kay... On sat right?,26,oh kay sat right
ham,Hi! This is Roger from CL. How are you?,39,hi roger cl
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),152,babe u want dont u babi im nasti thing filthyguy fanci rude time sexi bitch go slo n hard txt xxx slomsg
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,54,oh oh wast den muz chiong sat n sun liao
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,73,jesu christ bitch im tri give drug answer fuck phone
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,80,pleas give pick tuesday even ok
ham,I'm meeting Darren...,21,im meet darren
ham,One of best dialogue in cute reltnship..!! \Wen i Die,53,one best dialogu cute reltnship wen die
